uid	username	nodes	cur nodes	ways	cur ways	relations	cur rels	first	last	days active	total edits	current objects	avg edits/day
113858	GErnenputsch	0	0	0	0	1	0	10/06/2009	10/06/2009	1	1	0	1
129172	rich-art	1	1	0	0	0	0	02/03/2010	02/03/2010	1	1	1	1
470072	StefanVerkerk	0	0	0	0	1	1	06/13/2011	06/13/2011	1	1	1	1
145302	Gnonthgol	0	0	0	0	1	0	06/16/2010	06/16/2010	1	1	0	1
23785	greecemapper	0	0	0	0	1	0	12/13/2009	12/13/2009	1	1	0	1
91408	Instigater	0	0	0	0	1	0	05/31/2009	05/31/2009	1	1	0	1
221997	EuskalMapa	1	0	0	0	0	0	03/08/2010	03/08/2010	1	1	0	1
34417	TobHaeg	0	0	0	0	1	0	07/19/2009	07/19/2009	1	1	0	1
402689	SnowFox	1	1	0	0	0	0	08/28/2011	08/28/2011	1	1	1	1
101857	gam3	0	0	0	0	1	0	12/04/2009	12/04/2009	1	1	0	1
26959	ttwimlex	1	0	0	0	0	0	12/18/2009	12/18/2009	1	1	0	1
29234	kakkoii	0	0	0	0	1	0	05/19/2009	05/19/2009	1	1	0	1
129503	headshot119	0	0	0	0	1	0	11/26/2009	11/26/2009	1	1	0	1
6340	RainerWasserfuhr	1	0	0	0	0	0	02/02/2010	02/02/2010	1	1	0	1
458593	kneeke	0	0	0	0	1	0	06/12/2011	06/12/2011	1	1	0	1
74441	demivee	0	0	0	0	1	0	09/28/2009	09/28/2009	1	1	0	1
109373	henk9876	0	0	0	0	1	0	08/21/2011	08/21/2011	1	1	0	1
12294	izzor	0	0	0	0	1	0	07/12/2009	07/12/2009	1	1	0	1
105909	Rogehm	0	0	0	0	1	0	05/04/2011	05/04/2011	1	1	0	1
198042	Terensky	0	0	0	0	1	0	01/02/2010	01/02/2010	1	1	0	1
56614	hampelratte	0	0	0	0	1	0	05/15/2009	05/15/2009	1	1	0	1
40415	nikusha	0	0	0	0	1	0	01/07/2011	01/07/2011	1	1	0	1
185090	beer_absorber	0	0	0	0	1	0	11/14/2010	11/14/2010	1	1	0	1
439901	ypsos	1	1	0	0	0	0	04/19/2011	04/19/2011	1	1	1	1
324936	facultyx	1	0	0	0	0	0	07/27/2010	07/27/2010	1	1	0	1
471580	Frevo	0	0	0	0	1	0	08/22/2011	08/22/2011	1	1	0	1
1626	FredB	1	1	0	0	0	0	07/28/2008	07/28/2008	1	1	1	1
417360	Чевеленков	0	0	0	0	1	0	06/28/2011	06/28/2011	1	1	0	1
343958	Marshallk	1	0	0	0	0	0	09/08/2010	09/08/2010	1	1	0	1
38966	mgerczuk	0	0	0	0	1	0	09/29/2008	09/29/2008	1	1	0	1
46382	GeoJ	0	0	0	0	1	0	09/04/2008	09/04/2008	1	1	0	1
31303	dionysus1975	0	0	0	0	1	0	05/11/2011	05/11/2011	1	1	0	1
78768	mink	0	0	0	0	1	0	12/25/2008	12/25/2008	1	1	0	1
15188	Polyglot	1	0	0	0	0	0	10/18/2010	10/18/2010	1	1	0	1
178274	Frenzel	0	0	0	0	1	0	10/03/2009	10/03/2009	1	1	0	1
27115	ricklynch	1	0	0	0	0	0	02/11/2008	02/11/2008	1	1	0	1
15143	Don Hopkins	1	0	0	0	0	0	11/04/2009	11/04/2009	1	1	0	1
473927	MdHSARA	1	1	0	0	0	0	06/20/2011	06/20/2011	1	1	1	1
59661	sigismund	0	0	0	0	1	0	09/13/2010	09/13/2010	1	1	0	1
26599	cdavila	0	0	0	0	1	0	03/14/2009	03/14/2009	1	1	0	1
17715	Chestal	1	0	0	0	0	0	11/04/2007	11/04/2007	1	1	0	1
58066	Willem1	0	0	0	0	1	1	09/17/2011	09/17/2011	1	1	1	1
78090	Roman Fischer	0	0	0	0	1	0	04/07/2010	04/07/2010	1	1	0	1
94305	Tirkon	0	0	0	0	1	0	02/23/2009	02/23/2009	1	1	0	1
114388	ubahnverleih	1	1	0	0	0	0	07/16/2011	07/16/2011	1	1	1	1
129290	peherzma	0	0	0	0	1	0	07/07/2009	07/07/2009	1	1	0	1
65114	FFes	0	0	0	0	1	0	09/10/2009	09/10/2009	1	1	0	1
72736	jst0	0	0	0	0	1	0	07/03/2009	07/03/2009	1	1	0	1
451721	rclasen	0	0	0	0	1	0	05/23/2011	05/23/2011	1	1	0	1
196103	Eraclitus	0	0	0	0	1	0	05/29/2011	05/29/2011	1	1	0	1
314211	OldIvantey	0	0	0	0	1	0	03/13/2011	03/13/2011	1	1	0	1
56277	jklippel	0	0	0	0	1	0	06/13/2009	06/13/2009	1	1	0	1
131059	h4ck3rm1k3	0	0	0	0	1	0	02/05/2011	02/05/2011	1	1	0	1
112939	picha2	0	0	0	0	1	0	04/02/2009	04/02/2009	1	1	0	1
12293	Nighto	1	0	0	0	0	0	07/26/2009	07/26/2009	1	1	0	1
8104	Johan Ur Riise	1	1	0	0	0	0	07/14/2009	07/14/2009	1	1	1	1
3555	Marc Schütz	1	0	0	0	0	0	05/24/2007	05/24/2007	1	1	0	1
28386	georgloesel	0	0	0	0	1	0	02/24/2008	02/24/2008	1	1	0	1
109852	Reinier Battenberg	1	0	0	0	0	0	04/22/2011	04/22/2011	1	1	0	1
67621	Riccardo Stagni	0	0	0	0	1	0	08/29/2009	08/29/2009	1	1	0	1
214968	lezurdis	1	0	0	0	0	0	02/27/2011	02/27/2011	1	1	0	1
93547	Reboli_NL	0	0	0	0	1	0	04/30/2010	04/30/2010	1	1	0	1
27455	pipsworld	0	0	1	0	0	0	02/15/2008	02/15/2008	1	1	0	1
368493	fserges	0	0	0	0	1	0	08/05/2011	08/05/2011	1	1	0	1
231013	Guitarmaen	0	0	0	0	1	0	03/26/2010	03/26/2010	1	1	0	1
300132	CLQ123	0	0	0	0	1	0	06/07/2010	06/07/2010	1	1	0	1
9010	rasher	0	0	0	0	1	0	04/12/2011	04/12/2011	1	1	0	1
31856	matjeshering	0	0	0	0	1	0	05/13/2009	05/13/2009	1	1	0	1
215707	Andre_pb	0	0	0	0	1	0	09/22/2010	09/22/2010	1	1	0	1
416514	sundemon	0	0	0	0	1	0	08/06/2011	08/06/2011	1	1	0	1
452379	Antonio Pisano	0	0	0	0	1	0	05/11/2011	05/11/2011	1	1	0	1
7412	mjulius	0	0	1	0	0	0	04/02/2010	04/02/2010	1	1	0	1
376057	johanmyst	0	0	0	0	1	0	07/19/2011	07/19/2011	1	1	0	1
166445	GranD	1	0	0	0	0	0	01/19/2010	01/19/2010	1	1	0	1
22053	triplea	0	0	0	0	1	0	08/10/2008	08/10/2008	1	1	0	1
143251	JWvdVeer	0	0	0	0	1	0	07/15/2009	07/15/2009	1	1	0	1
251996	BBee	0	0	0	0	1	0	04/07/2010	04/07/2010	1	1	0	1
115067	Aleksejs	0	0	0	0	1	0	07/04/2009	07/04/2009	1	1	0	1
39023	Pointdee	0	0	0	0	1	0	01/14/2009	01/14/2009	1	1	0	1
503870	Reiner Schneck	1	0	0	0	0	0	09/07/2011	09/07/2011	1	1	0	1
109343	radhof	1	0	0	0	0	0	01/16/2010	01/16/2010	1	1	0	1
17099	matmai	0	0	0	0	1	0	08/31/2008	08/31/2008	1	1	0	1
90235	log_01	0	0	0	0	1	0	08/22/2010	08/22/2010	1	1	0	1
139384	AKz	0	0	0	0	1	0	07/09/2009	07/09/2009	1	1	0	1
103977	scooper86	1	1	0	0	0	0	12/19/2010	12/19/2010	1	1	1	1
36443	jman1983	0	0	0	0	1	0	09/10/2011	09/10/2011	1	1	0	1
42938	Xanadu	0	0	0	0	1	0	02/09/2010	02/09/2010	1	1	0	1
165	Richard	0	0	0	0	1	0	04/10/2010	04/10/2010	1	1	0	1
44410	Geraldomat	0	0	0	0	1	0	07/04/2010	07/04/2010	1	1	0	1
266092	luch86	0	0	0	0	1	0	06/17/2010	06/17/2010	1	1	0	1
144761	SilviaMikica	1	0	0	0	0	0	08/10/2009	08/10/2009	1	1	0	1
428303	_Challenger_	0	0	0	0	1	0	03/28/2011	03/28/2011	1	1	0	1
48226	Tjeerd Kramer	0	0	1	0	0	0	06/27/2008	06/27/2008	1	1	0	1
8764	egore911	0	0	0	0	1	0	07/26/2008	07/26/2008	1	1	0	1
180462	Dennis Apter	0	0	0	0	1	0	01/26/2010	01/26/2010	1	1	0	1
83097	Frantony	0	0	0	0	1	0	05/17/2009	05/17/2009	1	1	0	1
229451	vlo	1	0	0	0	0	0	02/05/2010	02/05/2010	1	1	0	1
41897	Candid Dauth	0	0	0	0	1	0	05/04/2009	05/04/2009	1	1	0	1
44584	mluger	1	0	0	0	0	0	06/08/2008	06/08/2008	1	1	0	1
97922	damjang	0	0	0	0	1	0	09/19/2009	09/19/2009	1	1	0	1
386123	Jomiel	1	0	0	0	0	0	12/20/2010	12/20/2010	1	1	0	1
224440	Syl	0	0	1	0	0	0	03/01/2011	03/01/2011	1	1	0	1
467339	totoko	1	1	0	0	0	0	07/30/2011	07/30/2011	1	1	1	1
181994	goppermann	0	0	0	0	1	0	03/16/2010	03/16/2010	1	1	0	1
338156	JAB65	0	0	0	0	1	0	08/25/2010	08/25/2010	1	1	0	1
82575	Charliemyke	0	0	0	0	1	0	07/07/2009	07/07/2009	1	1	0	1
208336	vignaccia	0	0	0	0	1	0	08/05/2011	08/05/2011	1	1	0	1
464894	luismonteiro	1	1	0	0	0	0	06/03/2011	06/03/2011	1	1	1	1
13840	mcdmx	0	0	0	0	1	0	03/15/2009	03/15/2009	1	1	0	1
253404	Franz Strohmer	1	0	0	0	0	0	10/20/2010	10/20/2010	1	1	0	1
39072	Rene Westerholt	1	0	0	0	0	0	08/25/2009	08/25/2009	1	1	0	1
7471	Irrfahrt	0	0	0	0	1	0	05/27/2010	05/27/2010	1	1	0	1
37109	Baruch	1	0	0	0	0	0	06/18/2009	06/18/2009	1	1	0	1
26406	Kevin_Price	0	0	0	0	1	0	06/06/2008	06/06/2008	1	1	0	1
68486	iridio191	0	0	0	0	1	0	02/13/2011	02/13/2011	1	1	0	1
4951	PeterIto	0	0	0	0	1	0	06/20/2009	06/20/2009	1	1	0	1
20968	ArjanS	0	0	0	0	1	0	05/15/2009	05/15/2009	1	1	0	1
495735	pitdicker	0	0	0	0	1	0	07/27/2011	07/27/2011	1	1	0	1
10610	RedFox	1	0	0	0	0	0	08/04/2009	08/04/2009	1	1	0	1
445028	Sebke	0	0	0	0	1	0	08/07/2011	08/07/2011	1	1	0	1
53007	musekusz	0	0	0	0	1	0	11/30/2009	11/30/2009	1	1	0	1
3585	SlowRider	1	0	0	0	0	0	12/23/2007	12/23/2007	1	1	0	1
261173	12rus	0	0	0	0	1	0	04/08/2011	04/08/2011	1	1	0	1
91833	rabe_de	0	0	0	0	1	0	06/05/2009	06/05/2009	1	1	0	1
32347	marmai	0	0	0	0	1	0	12/15/2009	12/15/2009	1	1	0	1
12473	mikelima	0	0	0	0	1	0	05/15/2009	05/15/2009	1	1	0	1
106405	turbojoe	0	0	0	0	1	0	05/11/2009	05/11/2009	1	1	0	1
206189	slpak	0	0	0	0	1	0	04/11/2010	04/11/2010	1	1	0	1
480038	FREDERIK	1	0	0	0	0	0	07/01/2011	07/01/2011	1	1	0	1
107703	herisusa	0	0	0	0	1	0	09/13/2010	09/13/2010	1	1	0	1
60824	Carsten Güse	0	0	0	0	1	0	03/16/2009	03/16/2009	1	1	0	1
496665	tiagorosado	1	1	0	0	0	0	07/27/2011	07/27/2011	1	1	1	1
25732	Sternenfaenger	0	0	0	0	1	0	08/01/2010	08/01/2010	1	1	0	1
225442	Loll78	0	0	0	0	1	0	08/07/2010	08/07/2010	1	1	0	1
8748	ToniE	0	0	0	0	1	0	02/22/2009	02/22/2009	1	1	0	1
335057	Albix	0	0	0	0	1	0	08/18/2010	08/18/2010	1	1	0	1
275821	Ramzes	0	0	0	0	1	0	05/26/2011	05/26/2011	1	1	0	1
7426	hugoe	0	0	0	0	1	0	10/06/2009	10/06/2009	1	1	0	1
239332	greensail	0	0	0	0	1	0	07/21/2010	07/21/2010	1	1	0	1
446741	navmaps_eu	0	0	0	0	1	0	05/05/2011	05/05/2011	1	1	0	1
392787	OldFox	0	0	0	0	1	0	01/09/2011	01/09/2011	1	1	0	1
281686	oslan	0	0	0	0	1	0	08/25/2010	08/25/2010	1	1	0	1
131968	changchun_1	0	0	0	0	1	0	02/19/2011	02/19/2011	1	1	0	1
4815	*Martin*	0	0	0	0	1	0	07/13/2010	07/13/2010	1	1	0	1
36785	PWolf	0	0	0	0	1	0	11/05/2009	11/05/2009	1	1	0	1
272356	bagjanwiedus	0	0	0	0	1	0	06/09/2010	06/09/2010	1	1	0	1
48010	partim	0	0	0	0	1	0	03/19/2009	03/19/2009	1	1	0	1
324298	cdg	0	0	0	0	1	0	07/27/2010	07/27/2010	1	1	0	1
85761	klausis	0	0	0	0	1	0	11/08/2009	11/08/2009	1	1	0	1
58950	mfi	0	0	0	0	1	0	07/03/2009	07/03/2009	1	1	0	1
88763	pinkpussy	0	0	0	0	1	0	12/01/2010	12/01/2010	1	1	0	1
420772	Maximiliano	0	0	0	0	1	0	03/12/2011	03/12/2011	1	1	0	1
221087	Nexor	0	0	0	0	1	0	01/23/2011	01/23/2011	1	1	0	1
150201	plamen	0	0	0	0	1	0	10/21/2009	10/21/2009	1	1	0	1
518335	pietervanzijl	0	0	1	1	0	0	09/07/2011	09/07/2011	1	1	1	1
4499	Jochen Topf	0	0	0	0	1	0	01/02/2009	01/02/2009	1	1	0	1
66151	ggrazioli	0	0	0	0	1	0	02/09/2009	02/09/2009	1	1	0	1
296881	haydoni	0	0	0	0	1	0	06/01/2010	06/01/2010	1	1	0	1
2797	rycee	0	0	0	0	1	0	01/30/2010	01/30/2010	1	1	0	1
70400	Schwedenhagen	0	0	0	0	1	0	10/16/2009	10/16/2009	1	1	0	1
313534	jeroen70	0	0	1	1	0	0	07/05/2010	07/05/2010	1	1	1	1
46169	wolter	0	0	0	0	1	0	05/11/2010	05/11/2010	1	1	0	1
356762	Slovopotam	0	0	0	0	1	0	09/13/2011	09/13/2011	1	1	0	1
342155	Rroland	0	0	1	1	0	0	09/05/2011	09/05/2011	1	1	1	1
464135	sevenup	0	0	0	0	1	0	07/14/2011	07/14/2011	1	1	0	1
